purchase_order_id,product_id,supplier_id,quantity,lead_time_days,purchase_order_date
2514,33,1,56,30,2023-04-15 17:00:00
2515,14,14,467,23,2023-04-15 18:00:00
2516,101,39,341,31,2023-04-15 19:00:00
2517,66,36,80,33,2023-04-15 20:00:00
2518,184,16,371,22,2023-04-15 21:00:00
2519,139,8,109,13,2023-04-15 22:00:00
2520,195,3,284,30,2023-04-15 23:00:00
2521,187,15,4,19,2023-04-16 00:00:00
2522,154,7,340,22,2023-04-16 01:00:00
2523,102,24,286,19,2023-04-16 02:00:00
2524,70,39,199,27,2023-04-16 03:00:00
2525,25,22,437,8,2023-04-16 04:00:00
2526,141,6,128,31,2023-04-16 05:00:00
2527,98,47,140,7,2023-04-16 06:00:00
2528,29,27,207,29,2023-04-16 07:00:00
2529,105,11,185,35,2023-04-16 08:00:00
2530,130,30,468,18,2023-04-16 09:00:00
2531,110,29,27,27,2023-04-16 10:00:00
2532,141,49,217,10,2023-04-16 11:00:00
2533,200,10,90,19,2023-04-16 12:00:00
2534,51,25,482,7,2023-04-16 13:00:00
2535,82,6,60,18,2023-04-16 14:00:00
2536,113,15,383,17,2023-04-16 15:00:00
2537,48,46,52,2,2023-04-16 16:00:00
2538,21,39,430,37,2023-04-16 17:00:00
2539,43,41,370,37,2023-04-16 18:00:00
2540,149,41,73,39,2023-04-16 19:00:00
2541,150,24,191,25,2023-04-16 20:00:00
2542,62,27,207,24,2023-04-16 21:00:00
2543,159,41,418,22,2023-04-16 22:00:00
2544,89,34,318,11,2023-04-16 23:00:00
2545,169,1,312,19,2023-04-17 00:00:00
2546,52,26,354,32,2023-04-17 01:00:00
2547,19,35,163,30,2023-04-17 02:00:00
2548,7,34,2,19,2023-04-17 03:00:00
2549,69,11,146,12,2023-04-17 04:00:00
2550,38,33,8,26,2023-04-17 05:00:00
2551,61,37,91,14,2023-04-17 06:00:00
2552,87,23,317,12,2023-04-17 07:00:00
2553,152,50,470,37,2023-04-17 08:00:00
2554,83,2,201,9,2023-04-17 09:00:00
2555,2,4,111,38,2023-04-17 10:00:00
2556,167,11,476,31,2023-04-17 11:00:00
2557,168,18,150,29,2023-04-17 12:00:00
2558,114,1,495,22,2023-04-17 13:00:00
2559,120,25,334,2,2023-04-17 14:00:00
2560,177,23,464,2,2023-04-17 15:00:00
2561,162,41,237,5,2023-04-17 16:00:00
2562,16,46,110,28,2023-04-17 17:00:00
2563,145,23,272,34,2023-04-17 18:00:00
2564,99,41,241,5,2023-04-17 19:00:00
2565,158,23,166,28,2023-04-17 20:00:00
2566,1,21,168,27,2023-04-17 21:00:00
2567,114,31,113,35,2023-04-17 22:00:00
2568,142,38,106,21,2023-04-17 23:00:00
2569,25,40,307,10,2023-04-18 00:00:00
2570,1,46,179,3,2023-04-18 01:00:00
2571,63,20,272,18,2023-04-18 02:00:00
2572,54,39,434,2,2023-04-18 03:00:00
2573,104,28,117,34,2023-04-18 04:00:00
2574,79,27,7,32,2023-04-18 05:00:00
2575,128,5,9,33,2023-04-18 06:00:00
2576,8,2,249,27,2023-04-18 07:00:00
2577,21,24,230,12,2023-04-18 08:00:00
2578,70,18,438,22,2023-04-18 09:00:00
2579,109,44,169,20,2023-04-18 10:00:00
2580,53,13,272,17,2023-04-18 11:00:00
2581,137,16,295,14,2023-04-18 12:00:00
2582,144,3,4,10,2023-04-18 13:00:00
2583,36,45,459,9,2023-04-18 14:00:00
2584,54,38,96,19,2023-04-18 15:00:00
2585,80,13,492,25,2023-04-18 16:00:00
2586,63,39,393,1,2023-04-18 17:00:00
2587,44,35,331,20,2023-04-18 18:00:00
2588,112,1,156,17,2023-04-18 19:00:00
2589,2,44,76,6,2023-04-18 20:00:00
2590,58,31,66,34,2023-04-18 21:00:00
2591,75,10,444,13,2023-04-18 22:00:00
2592,90,19,422,3,2023-04-18 23:00:00
2593,72,36,152,37,2023-04-19 00:00:00
2594,116,46,86,35,2023-04-19 01:00:00
2595,114,3,266,19,2023-04-19 02:00:00
2596,10,32,338,33,2023-04-19 03:00:00
2597,70,19,315,32,2023-04-19 04:00:00
2598,70,46,233,3,2023-04-19 05:00:00
2599,169,12,489,7,2023-04-19 06:00:00
2600,51,30,211,31,2023-04-19 07:00:00
2601,124,27,228,39,2023-04-19 08:00:00
2602,139,30,116,39,2023-04-19 09:00:00
2603,77,38,263,3,2023-04-19 10:00:00
2604,4,21,499,18,2023-04-19 11:00:00
2605,53,43,27,26,2023-04-19 12:00:00
2606,111,16,253,3,2023-04-19 13:00:00
2607,68,49,45,12,2023-04-19 14:00:00
2608,89,40,105,19,2023-04-19 15:00:00
2609,200,13,162,18,2023-04-19 16:00:00
2610,123,22,274,26,2023-04-19 17:00:00
2611,25,32,231,7,2023-04-19 18:00:00
2612,182,32,482,2,2023-04-19 19:00:00
2613,158,14,382,30,2023-04-19 20:00:00
2614,19,3,441,4,2023-04-19 21:00:00
2615,185,50,410,31,2023-04-19 22:00:00
2616,113,48,210,18,2023-04-19 23:00:00
2617,38,29,170,38,2023-04-20 00:00:00
2618,194,21,32,15,2023-04-20 01:00:00
2619,134,14,183,21,2023-04-20 02:00:00
2620,122,22,408,18,2023-04-20 03:00:00
2621,92,36,90,30,2023-04-20 04:00:00
2622,181,12,171,13,2023-04-20 05:00:00
2623,51,46,1,35,2023-04-20 06:00:00
2624,6,22,426,38,2023-04-20 07:00:00
2625,137,45,88,34,2023-04-20 08:00:00
2626,117,45,230,28,2023-04-20 09:00:00
2627,120,25,498,19,2023-04-20 10:00:00
2628,77,30,419,33,2023-04-20 11:00:00
2629,19,2,326,12,2023-04-20 12:00:00
2630,49,42,287,29,2023-04-20 13:00:00
2631,200,21,80,33,2023-04-20 14:00:00
2632,130,17,101,16,2023-04-20 15:00:00
2633,128,8,369,5,2023-04-20 16:00:00
2634,153,25,338,14,2023-04-20 17:00:00
2635,139,40,279,28,2023-04-20 18:00:00
2636,139,49,281,19,2023-04-20 19:00:00
2637,96,14,319,16,2023-04-20 20:00:00
2638,192,36,334,18,2023-04-20 21:00:00
2639,75,45,235,19,2023-04-20 22:00:00
2640,143,43,224,16,2023-04-20 23:00:00
2641,178,4,204,30,2023-04-21 00:00:00
2642,44,32,264,22,2023-04-21 01:00:00
2643,183,6,109,13,2023-04-21 02:00:00
2644,142,47,54,14,2023-04-21 03:00:00
2645,159,4,177,33,2023-04-21 04:00:00
2646,143,16,130,4,2023-04-21 05:00:00
2647,104,22,463,39,2023-04-21 06:00:00
2648,70,27,209,11,2023-04-21 07:00:00
2649,27,32,274,30,2023-04-21 08:00:00
2650,92,15,431,27,2023-04-21 09:00:00
2651,139,23,10,6,2023-04-21 10:00:00
2652,36,32,112,8,2023-04-21 11:00:00
2653,73,39,144,38,2023-04-21 12:00:00
2654,187,12,298,35,2023-04-21 13:00:00
2655,61,15,316,25,2023-04-21 14:00:00
2656,176,6,307,20,2023-04-21 15:00:00
2657,165,44,319,10,2023-04-21 16:00:00
2658,28,48,396,20,2023-04-21 17:00:00
2659,183,14,493,13,2023-04-21 18:00:00
2660,106,37,51,29,2023-04-21 19:00:00
2661,139,48,428,18,2023-04-21 20:00:00
2662,107,43,215,30,2023-04-21 21:00:00
2663,129,33,384,3,2023-04-21 22:00:00
2664,36,44,247,33,2023-04-21 23:00:00
2665,147,5,295,10,2023-04-22 00:00:00
2666,124,44,361,38,2023-04-22 01:00:00
2667,135,12,126,7,2023-04-22 02:00:00
2668,140,6,194,22,2023-04-22 03:00:00
2669,26,5,104,13,2023-04-22 04:00:00
2670,42,8,81,9,2023-04-22 05:00:00
2671,186,38,176,23,2023-04-22 06:00:00
2672,14,33,446,13,2023-04-22 07:00:00
2673,186,4,310,18,2023-04-22 08:00:00
2674,82,36,351,3,2023-04-22 09:00:00
2675,117,4,231,37,2023-04-22 10:00:00
2676,62,16,482,15,2023-04-22 11:00:00
2677,128,36,64,9,2023-04-22 12:00:00
2678,104,50,255,30,2023-04-22 13:00:00
2679,15,17,358,7,2023-04-22 14:00:00
2680,100,48,146,18,2023-04-22 15:00:00
2681,117,20,281,35,2023-04-22 16:00:00
2682,140,19,478,25,2023-04-22 17:00:00
2683,21,35,377,38,2023-04-22 18:00:00
2684,91,15,394,2,2023-04-22 19:00:00
2685,72,7,211,25,2023-04-22 20:00:00
2686,78,5,404,23,2023-04-22 21:00:00
2687,135,5,115,1,2023-04-22 22:00:00
2688,145,33,265,33,2023-04-22 23:00:00
2689,140,20,353,26,2023-04-23 00:00:00
2690,163,40,59,2,2023-04-23 01:00:00
2691,169,13,80,3,2023-04-23 02:00:00
2692,97,34,158,32,2023-04-23 03:00:00
2693,128,50,221,1,2023-04-23 04:00:00
2694,168,23,397,15,2023-04-23 05:00:00
2695,4,30,337,16,2023-04-23 06:00:00
2696,98,33,412,11,2023-04-23 07:00:00
2697,137,49,298,32,2023-04-23 08:00:00
2698,87,30,313,4,2023-04-23 09:00:00
2699,61,1,408,11,2023-04-23 10:00:00
2700,108,50,428,17,2023-04-23 11:00:00
2701,122,26,309,28,2023-04-23 12:00:00
2702,142,39,451,30,2023-04-23 13:00:00
2703,198,14,169,28,2023-04-23 14:00:00
2704,184,35,107,29,2023-04-23 15:00:00
2705,24,20,83,19,2023-04-23 16:00:00
2706,74,21,211,38,2023-04-23 17:00:00
2707,127,46,74,36,2023-04-23 18:00:00
2708,97,12,45,18,2023-04-23 19:00:00
2709,108,2,372,14,2023-04-23 20:00:00
2710,197,17,226,35,2023-04-23 21:00:00
2711,157,25,41,1,2023-04-23 22:00:00
2712,170,46,363,8,2023-04-23 23:00:00
2713,168,17,103,5,2023-04-24 00:00:00
2714,95,31,373,22,2023-04-24 01:00:00
2715,34,26,469,1,2023-04-24 02:00:00
2716,18,8,85,20,2023-04-24 03:00:00
2717,11,18,118,16,2023-04-24 04:00:00
2718,87,39,193,10,2023-04-24 05:00:00
2719,86,6,108,16,2023-04-24 06:00:00
2720,30,40,274,22,2023-04-24 07:00:00
2721,133,47,251,14,2023-04-24 08:00:00
2722,5,35,281,24,2023-04-24 09:00:00
2723,131,6,62,11,2023-04-24 10:00:00
2724,4,15,349,20,2023-04-24 11:00:00
2725,164,32,216,25,2023-04-24 12:00:00
2726,112,22,180,24,2023-04-24 13:00:00
2727,40,26,299,33,2023-04-24 14:00:00
2728,99,28,118,16,2023-04-24 15:00:00
2729,185,46,479,25,2023-04-24 16:00:00
2730,142,34,16,9,2023-04-24 17:00:00
2731,110,37,167,20,2023-04-24 18:00:00
2732,107,30,441,38,2023-04-24 19:00:00
2733,70,20,175,11,2023-04-24 20:00:00
2734,146,40,396,10,2023-04-24 21:00:00
2735,132,6,465,24,2023-04-24 22:00:00
2736,188,31,250,33,2023-04-24 23:00:00
2737,157,29,370,36,2023-04-25 00:00:00
2738,180,39,429,13,2023-04-25 01:00:00
2739,30,31,153,32,2023-04-25 02:00:00
2740,168,49,208,23,2023-04-25 03:00:00
2741,192,32,76,12,2023-04-25 04:00:00
2742,96,2,233,3,2023-04-25 05:00:00
2743,11,39,289,23,2023-04-25 06:00:00
2744,75,40,52,6,2023-04-25 07:00:00
2745,51,46,171,30,2023-04-25 08:00:00
2746,198,50,434,23,2023-04-25 09:00:00
2747,147,27,218,20,2023-04-25 10:00:00
2748,148,18,339,12,2023-04-25 11:00:00
2749,140,6,328,34,2023-04-25 12:00:00
2750,62,7,407,33,2023-04-25 13:00:00
2751,35,6,385,14,2023-04-25 14:00:00
2752,121,4,230,8,2023-04-25 15:00:00
2753,30,10,366,32,2023-04-25 16:00:00
2754,80,7,379,21,2023-04-25 17:00:00
2755,107,16,412,22,2023-04-25 18:00:00
2756,89,26,133,16,2023-04-25 19:00:00
2757,67,21,160,38,2023-04-25 20:00:00
2758,91,30,279,36,2023-04-25 21:00:00
2759,176,42,110,24,2023-04-25 22:00:00
2760,163,49,10,35,2023-04-25 23:00:00
2761,179,22,452,6,2023-04-26 00:00:00
2762,120,12,387,28,2023-04-26 01:00:00
2763,21,8,72,9,2023-04-26 02:00:00
2764,45,46,127,6,2023-04-26 03:00:00
2765,167,9,215,10,2023-04-26 04:00:00
2766,175,3,53,4,2023-04-26 05:00:00
2767,47,47,78,28,2023-04-26 06:00:00
2768,98,48,129,27,2023-04-26 07:00:00
2769,171,49,414,36,2023-04-26 08:00:00
2770,81,27,299,34,2023-04-26 09:00:00
2771,14,11,318,30,2023-04-26 10:00:00
2772,140,39,221,2,2023-04-26 11:00:00
2773,71,2,391,12,2023-04-26 12:00:00
2774,56,35,17,22,2023-04-26 13:00:00
2775,178,21,406,18,2023-04-26 14:00:00
2776,105,9,477,1,2023-04-26 15:00:00
2777,189,20,59,5,2023-04-26 16:00:00
2778,80,39,77,28,2023-04-26 17:00:00
2779,152,24,417,27,2023-04-26 18:00:00
2780,200,9,465,10,2023-04-26 19:00:00
2781,126,19,26,27,2023-04-26 20:00:00
2782,79,5,276,2,2023-04-26 21:00:00
2783,64,15,84,36,2023-04-26 22:00:00
2784,173,39,157,19,2023-04-26 23:00:00
2785,120,16,308,8,2023-04-27 00:00:00
2786,62,35,457,7,2023-04-27 01:00:00
2787,37,2,204,38,2023-04-27 02:00:00
2788,76,33,64,17,2023-04-27 03:00:00
2789,141,46,65,24,2023-04-27 04:00:00
2790,169,26,419,17,2023-04-27 05:00:00
2791,35,42,430,9,2023-04-27 06:00:00
2792,22,20,353,3,2023-04-27 07:00:00
2793,161,10,443,37,2023-04-27 08:00:00
2794,37,39,169,35,2023-04-27 09:00:00
2795,109,20,162,13,2023-04-27 10:00:00
2796,130,5,352,38,2023-04-27 11:00:00
2797,18,29,106,37,2023-04-27 12:00:00
2798,100,38,328,16,2023-04-27 13:00:00
2799,181,20,238,26,2023-04-27 14:00:00
2800,86,7,296,38,2023-04-27 15:00:00
2801,82,38,482,12,2023-04-27 16:00:00
2802,108,30,341,23,2023-04-27 17:00:00
2803,66,25,153,33,2023-04-27 18:00:00
2804,191,40,211,2,2023-04-27 19:00:00
2805,195,43,150,12,2023-04-27 20:00:00
2806,193,12,274,31,2023-04-27 21:00:00
2807,107,26,405,24,2023-04-27 22:00:00
2808,123,25,270,7,2023-04-27 23:00:00
2809,68,47,21,39,2023-04-28 00:00:00
2810,17,46,229,14,2023-04-28 01:00:00
2811,95,26,43,10,2023-04-28 02:00:00
2812,187,3,488,30,2023-04-28 03:00:00
2813,17,34,11,6,2023-04-28 04:00:00
2814,66,25,409,10,2023-04-28 05:00:00
2815,97,7,302,32,2023-04-28 06:00:00
2816,67,29,320,14,2023-04-28 07:00:00
2817,57,38,116,38,2023-04-28 08:00:00
2818,142,16,266,34,2023-04-28 09:00:00
2819,30,10,284,10,2023-04-28 10:00:00
2820,66,36,271,26,2023-04-28 11:00:00
2821,95,29,316,3,2023-04-28 12:00:00
2822,52,14,62,27,2023-04-28 13:00:00
2823,30,9,305,23,2023-04-28 14:00:00
2824,103,41,31,7,2023-04-28 15:00:00
2825,96,30,450,35,2023-04-28 16:00:00
2826,77,24,433,18,2023-04-28 17:00:00
2827,163,14,307,33,2023-04-28 18:00:00
2828,26,12,146,9,2023-04-28 19:00:00
2829,58,30,408,30,2023-04-28 20:00:00
2830,13,10,74,3,2023-04-28 21:00:00
2831,198,42,142,12,2023-04-28 22:00:00
2832,102,28,318,16,2023-04-28 23:00:00
2833,5,21,457,16,2023-04-29 00:00:00
2834,9,22,352,14,2023-04-29 01:00:00
2835,64,12,73,2,2023-04-29 02:00:00
2836,147,6,339,36,2023-04-29 03:00:00
2837,41,7,277,11,2023-04-29 04:00:00
2838,172,49,482,7,2023-04-29 05:00:00
2839,58,28,138,31,2023-04-29 06:00:00
2840,167,22,229,33,2023-04-29 07:00:00
2841,185,25,167,33,2023-04-29 08:00:00
2842,179,22,141,16,2023-04-29 09:00:00
2843,19,24,119,2,2023-04-29 10:00:00
2844,1,2,116,31,2023-04-29 11:00:00
2845,187,45,427,14,2023-04-29 12:00:00
2846,39,48,155,1,2023-04-29 13:00:00
2847,129,21,475,35,2023-04-29 14:00:00
2848,147,43,362,13,2023-04-29 15:00:00
2849,118,10,281,16,2023-04-29 16:00:00
2850,181,10,447,5,2023-04-29 17:00:00
2851,34,16,57,35,2023-04-29 18:00:00
2852,74,11,310,17,2023-04-29 19:00:00
2853,5,7,141,39,2023-04-29 20:00:00
2854,22,27,380,35,2023-04-29 21:00:00
2855,68,15,198,17,2023-04-29 22:00:00
2856,34,36,228,37,2023-04-29 23:00:00
2857,70,48,328,12,2023-04-30 00:00:00
2858,58,44,373,26,2023-04-30 01:00:00
2859,128,16,285,26,2023-04-30 02:00:00
2860,77,32,321,29,2023-04-30 03:00:00
2861,47,20,340,30,2023-04-30 04:00:00
2862,109,44,161,6,2023-04-30 05:00:00
2863,78,14,294,1,2023-04-30 06:00:00
2864,49,48,494,37,2023-04-30 07:00:00
2865,61,50,340,2,2023-04-30 08:00:00
2866,8,24,420,11,2023-04-30 09:00:00
2867,155,40,349,29,2023-04-30 10:00:00
2868,139,43,450,26,2023-04-30 11:00:00
2869,41,39,202,39,2023-04-30 12:00:00
2870,173,23,15,16,2023-04-30 13:00:00
2871,185,50,434,32,2023-04-30 14:00:00
2872,170,47,122,29,2023-04-30 15:00:00
2873,101,28,284,13,2023-04-30 16:00:00
2874,4,6,312,5,2023-04-30 17:00:00
2875,92,2,336,25,2023-04-30 18:00:00
2876,12,22,327,26,2023-04-30 19:00:00
2877,14,34,75,17,2023-04-30 20:00:00
2878,198,12,450,35,2023-04-30 21:00:00
2879,133,26,414,37,2023-04-30 22:00:00
2880,177,17,189,39,2023-04-30 23:00:00
2881,125,9,45,1,2023-05-01 00:00:00
2882,39,15,346,36,2023-05-01 01:00:00
2883,124,10,265,6,2023-05-01 02:00:00
2884,103,25,448,7,2023-05-01 03:00:00
2885,125,17,170,11,2023-05-01 04:00:00
2886,164,42,143,1,2023-05-01 05:00:00
2887,166,13,322,10,2023-05-01 06:00:00
2888,115,36,321,7,2023-05-01 07:00:00
2889,25,21,275,7,2023-05-01 08:00:00
2890,34,21,60,37,2023-05-01 09:00:00
2891,14,18,33,16,2023-05-01 10:00:00
2892,101,50,100,35,2023-05-01 11:00:00
2893,100,1,163,36,2023-05-01 12:00:00
2894,195,17,123,39,2023-05-01 13:00:00
2895,44,33,363,36,2023-05-01 14:00:00
2896,168,2,1,7,2023-05-01 15:00:00
2897,80,50,39,31,2023-05-01 16:00:00
2898,57,28,65,27,2023-05-01 17:00:00
2899,189,31,273,5,2023-05-01 18:00:00
2900,152,39,138,19,2023-05-01 19:00:00
2901,76,40,498,35,2023-05-01 20:00:00
2902,147,3,19,18,2023-05-01 21:00:00
2903,85,13,390,6,2023-05-01 22:00:00
2904,70,9,385,30,2023-05-01 23:00:00
2905,158,47,379,16,2023-05-02 00:00:00
2906,109,8,287,13,2023-05-02 01:00:00
2907,3,7,185,4,2023-05-02 02:00:00
2908,96,19,422,1,2023-05-02 03:00:00
2909,32,39,130,1,2023-05-02 04:00:00
2910,24,45,475,12,2023-05-02 05:00:00
2911,41,21,495,39,2023-05-02 06:00:00
2912,168,42,340,26,2023-05-02 07:00:00
2913,131,22,447,35,2023-05-02 08:00:00
2914,20,50,34,11,2023-05-02 09:00:00
2915,184,9,153,8,2023-05-02 10:00:00
2916,186,2,171,27,2023-05-02 11:00:00
2917,180,30,15,30,2023-05-02 12:00:00
2918,107,27,32,21,2023-05-02 13:00:00
2919,182,28,406,30,2023-05-02 14:00:00
2920,60,28,77,30,2023-05-02 15:00:00
2921,151,31,362,8,2023-05-02 16:00:00
2922,177,45,430,30,2023-05-02 17:00:00
2923,166,50,413,34,2023-05-02 18:00:00
2924,63,8,65,22,2023-05-02 19:00:00
2925,12,12,267,32,2023-05-02 20:00:00
2926,169,31,388,7,2023-05-02 21:00:00
2927,9,21,212,21,2023-05-02 22:00:00
2928,113,3,294,7,2023-05-02 23:00:00
2929,138,16,119,12,2023-05-03 00:00:00
2930,1,47,245,4,2023-05-03 01:00:00
2931,174,47,154,37,2023-05-03 02:00:00
2932,99,4,82,8,2023-05-03 03:00:00
2933,131,36,470,12,2023-05-03 04:00:00
2934,65,40,380,22,2023-05-03 05:00:00
2935,102,7,285,32,2023-05-03 06:00:00
2936,128,37,372,34,2023-05-03 07:00:00
2937,170,15,439,25,2023-05-03 08:00:00
2938,142,38,244,4,2023-05-03 09:00:00
2939,64,24,182,18,2023-05-03 10:00:00
2940,32,29,131,27,2023-05-03 11:00:00
2941,150,21,196,32,2023-05-03 12:00:00
2942,167,26,377,16,2023-05-03 13:00:00
2943,163,45,47,21,2023-05-03 14:00:00
2944,191,10,8,7,2023-05-03 15:00:00
2945,23,33,295,31,2023-05-03 16:00:00
2946,176,43,207,36,2023-05-03 17:00:00
2947,189,38,283,9,2023-05-03 18:00:00
2948,137,44,272,27,2023-05-03 19:00:00
2949,153,10,486,25,2023-05-03 20:00:00
2950,54,35,158,5,2023-05-03 21:00:00
2951,94,39,480,22,2023-05-03 22:00:00
2952,70,37,174,16,2023-05-03 23:00:00
2953,153,28,277,39,2023-05-04 00:00:00
2954,23,37,375,5,2023-05-04 01:00:00
2955,37,7,46,13,2023-05-04 02:00:00
2956,54,46,272,11,2023-05-04 03:00:00
2957,81,3,95,36,2023-05-04 04:00:00
2958,14,45,209,28,2023-05-04 05:00:00
2959,200,46,412,18,2023-05-04 06:00:00
2960,3,28,66,22,2023-05-04 07:00:00
2961,118,36,470,23,2023-05-04 08:00:00
2962,57,10,50,32,2023-05-04 09:00:00
2963,35,28,434,26,2023-05-04 10:00:00
2964,30,27,285,4,2023-05-04 11:00:00
2965,31,28,454,15,2023-05-04 12:00:00
2966,108,48,293,6,2023-05-04 13:00:00
2967,184,1,131,11,2023-05-04 14:00:00
2968,9,40,181,4,2023-05-04 15:00:00
2969,145,17,443,6,2023-05-04 16:00:00
2970,16,1,119,31,2023-05-04 17:00:00
2971,46,18,424,12,2023-05-04 18:00:00
2972,135,6,252,30,2023-05-04 19:00:00
2973,115,3,325,39,2023-05-04 20:00:00
2974,21,40,65,3,2023-05-04 21:00:00
2975,129,26,312,27,2023-05-04 22:00:00
2976,93,16,161,20,2023-05-04 23:00:00
2977,67,5,477,21,2023-05-05 00:00:00
2978,186,41,30,2,2023-05-05 01:00:00
2979,48,19,441,10,2023-05-05 02:00:00
2980,111,6,492,11,2023-05-05 03:00:00
2981,112,22,13,12,2023-05-05 04:00:00
2982,61,18,181,32,2023-05-05 05:00:00
2983,73,46,194,18,2023-05-05 06:00:00
2984,110,8,342,26,2023-05-05 07:00:00
2985,143,41,257,20,2023-05-05 08:00:00
2986,69,19,200,15,2023-05-05 09:00:00
2987,125,38,435,8,2023-05-05 10:00:00
2988,147,22,389,25,2023-05-05 11:00:00
2989,161,18,248,25,2023-05-05 12:00:00
2990,179,7,23,6,2023-05-05 13:00:00
2991,177,24,438,2,2023-05-05 14:00:00
2992,7,41,359,23,2023-05-05 15:00:00
2993,100,13,444,22,2023-05-05 16:00:00
2994,147,6,98,8,2023-05-05 17:00:00
2995,37,28,442,25,2023-05-05 18:00:00
2996,102,28,165,29,2023-05-05 19:00:00
2997,33,29,98,18,2023-05-05 20:00:00
2998,198,5,48,31,2023-05-05 21:00:00
2999,36,9,377,37,2023-05-05 22:00:00
3000,162,12,495,4,2023-05-05 23:00:00
3001,128,44,460,2,2023-05-06 00:00:00
3002,87,30,448,1,2023-05-06 01:00:00
3003,200,5,24,8,2023-05-06 02:00:00
3004,45,3,217,4,2023-05-06 03:00:00
3005,2,37,216,16,2023-05-06 04:00:00
3006,91,33,171,10,2023-05-06 05:00:00
3007,151,12,348,13,2023-05-06 06:00:00
3008,117,18,411,2,2023-05-06 07:00:00
3009,192,41,237,20,2023-05-06 08:00:00
3010,194,12,281,29,2023-05-06 09:00:00
3011,176,3,226,19,2023-05-06 10:00:00
3012,46,26,95,9,2023-05-06 11:00:00
3013,98,44,389,2,2023-05-06 12:00:00
3014,21,2,404,11,2023-05-06 13:00:00
3015,184,47,118,31,2023-05-06 14:00:00
3016,177,35,498,33,2023-05-06 15:00:00
3017,64,28,448,13,2023-05-06 16:00:00
3018,24,19,307,18,2023-05-06 17:00:00
3019,44,9,372,33,2023-05-06 18:00:00
3020,131,7,347,20,2023-05-06 19:00:00
3021,91,8,86,30,2023-05-06 20:00:00
3022,25,39,348,17,2023-05-06 21:00:00
3023,160,11,207,28,2023-05-06 22:00:00
3024,75,27,470,26,2023-05-06 23:00:00
3025,50,35,373,30,2023-05-07 00:00:00
3026,15,2,382,5,2023-05-07 01:00:00
3027,127,41,121,2,2023-05-07 02:00:00
3028,4,32,46,15,2023-05-07 03:00:00
3029,130,17,300,35,2023-05-07 04:00:00
3030,159,11,100,23,2023-05-07 05:00:00
3031,159,36,45,13,2023-05-07 06:00:00
3032,11,6,459,9,2023-05-07 07:00:00
3033,23,16,412,7,2023-05-07 08:00:00
3034,67,50,191,27,2023-05-07 09:00:00
3035,38,14,263,27,2023-05-07 10:00:00
3036,121,23,159,1,2023-05-07 11:00:00
3037,148,37,301,26,2023-05-07 12:00:00
3038,200,11,58,5,2023-05-07 13:00:00
3039,44,22,177,12,2023-05-07 14:00:00
3040,171,16,157,24,2023-05-07 15:00:00
3041,30,43,206,27,2023-05-07 16:00:00
3042,107,34,418,29,2023-05-07 17:00:00
3043,22,47,346,11,2023-05-07 18:00:00
3044,124,25,42,15,2023-05-07 19:00:00
3045,34,19,259,23,2023-05-07 20:00:00
3046,87,47,148,36,2023-05-07 21:00:00
3047,36,2,469,27,2023-05-07 22:00:00
3048,160,45,391,7,2023-05-07 23:00:00
3049,10,33,225,29,2023-05-08 00:00:00
3050,10,48,243,12,2023-05-08 01:00:00
3051,80,1,30,25,2023-05-08 02:00:00
3052,149,11,249,26,2023-05-08 03:00:00
3053,23,28,256,17,2023-05-08 04:00:00
3054,39,43,43,23,2023-05-08 05:00:00
3055,87,6,305,5,2023-05-08 06:00:00
3056,163,30,475,25,2023-05-08 07:00:00
3057,129,35,140,17,2023-05-08 08:00:00
3058,103,26,173,34,2023-05-08 09:00:00
3059,51,3,305,18,2023-05-08 10:00:00
3060,60,14,32,24,2023-05-08 11:00:00
3061,109,12,330,17,2023-05-08 12:00:00
3062,190,49,38,24,2023-05-08 13:00:00
3063,45,25,249,9,2023-05-08 14:00:00
3064,19,28,337,12,2023-05-08 15:00:00
3065,22,43,90,1,2023-05-08 16:00:00
3066,76,11,239,15,2023-05-08 17:00:00
3067,16,34,236,6,2023-05-08 18:00:00
3068,69,14,182,25,2023-05-08 19:00:00
3069,12,7,413,2,2023-05-08 20:00:00
3070,32,39,437,24,2023-05-08 21:00:00
3071,35,47,85,13,2023-05-08 22:00:00
3072,73,7,400,35,2023-05-08 23:00:00
3073,177,36,447,4,2023-05-09 00:00:00
3074,89,50,29,26,2023-05-09 01:00:00
3075,2,22,454,33,2023-05-09 02:00:00
3076,119,43,79,29,2023-05-09 03:00:00
3077,10,4,292,5,2023-05-09 04:00:00
3078,139,28,324,8,2023-05-09 05:00:00
3079,3,34,65,15,2023-05-09 06:00:00
3080,102,38,25,30,2023-05-09 07:00:00
3081,28,19,336,21,2023-05-09 08:00:00
3082,16,30,307,21,2023-05-09 09:00:00
3083,102,29,386,9,2023-05-09 10:00:00
3084,64,20,116,20,2023-05-09 11:00:00
3085,33,36,121,21,2023-05-09 12:00:00
3086,96,28,151,7,2023-05-09 13:00:00
3087,76,29,324,16,2023-05-09 14:00:00
3088,146,8,59,15,2023-05-09 15:00:00
3089,200,50,451,22,2023-05-09 16:00:00
3090,198,17,367,30,2023-05-09 17:00:00
3091,4,43,217,27,2023-05-09 18:00:00
3092,66,12,315,7,2023-05-09 19:00:00
3093,154,41,34,20,2023-05-09 20:00:00
3094,176,11,264,31,2023-05-09 21:00:00
